vector_text
"Medicine: Medicine_Name (Medicine_Category, Dosage_Form, Price: Strength_mg, Availability: Classification, Manufacturer: Manufacturer). Animal: Animal_Type (Breed, Age: Age, Gender: Gender, Weight: Weight). Symptoms: all_symptoms. Disease: Disease. Temperature: Body_Temperature°C, Score: Heart_Rate."
"Medicine: acetocillin (analgesic, tablet, Price: 716.0, Availability: prescription, Manufacturer: novartis ag). Animal: cat (persian, Age: 8, Gender: male, Weight: 4.6). Symptoms: appetite loss, vomiting, eye discharge, lethargy. Disease: conjunctivitis. Temperature: 39.0°C, Score: 140."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: cow (jersey, Age: 5, Gender: male, Weight: 560.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: bovine tuberculosis. Temperature: 39.1°C, Score: 79."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: cow (hereford, Age: 3, Gender: female, Weight: 570.0). Symptoms: lethargy, diarrhea, appetite loss, dehydration. Disease: bovine viral diarrhea. Temperature: 39.1°C, Score: 80."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: cow (jersey, Age: 5, Gender: female, Weight: 500.0). Symptoms: coughing, nasal discharge, lethargy, fever. Disease: bovine viral diarrhea. Temperature: 39.5°C, Score: 81."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: cow (dexter, Age: 3, Gender: male, Weight: 450.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: bovine viral diarrhea. Temperature: 39.3°C, Score: 79."
"Medicine: acetocillin (antiseptic, capsule, Price: 263.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cow (brown swiss, Age: 3, Gender: female, Weight: 580.0). Symptoms: diarrhea, dehydration, loss of appetite, lethargy. Disease: coccidiosis. Temperature: 39.3°C, Score: 85."
"Medicine: acetocillin (antiseptic, capsule, Price: 263.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cow (limousin, Age: 2, Gender: male, Weight: 550.0). Symptoms: diarrhea, lethargy, appetite loss, dehydration. Disease: cryptosporidiosis. Temperature: 39.5°C, Score: 85."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: cow (holstein, Age: 3, Gender: female, Weight: 600.0). Symptoms: fever, nasal discharge, labored breathing, coughing. Disease: foot and mouth disease. Temperature: 40.1°C, Score: 90."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: cow (holstein, Age: 4, Gender: female, Weight: 580.0). Symptoms: appetite loss, diarrhea, lethargy, decreased milk yield. Disease: johne's disease. Temperature: 39.4°C, Score: 82."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: cow (simmental, Age: 8, Gender: female, Weight: 630.0). Symptoms: loss of appetite, weight loss, lethargy, reduced milk production. Disease: johne's disease. Temperature: 39.5°C, Score: 83."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: cow (limousin, Age: 6, Gender: female, Weight: 620.0). Symptoms: weight loss, reduced milk production, appetite loss, lethargy. Disease: johne's disease. Temperature: 39.4°C, Score: 85."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: cow (jersey, Age: 6, Gender: female, Weight: 550.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: johne's disease. Temperature: 39.6°C, Score: 70."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: cow (jersey, Age: 4, Gender: female, Weight: 580.0). Symptoms: lethargy, decreased milk yield, fever. Disease: mastitis. Temperature: 39.6°C, Score: 70."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: cow (angus, Age: 3, Gender: female, Weight: 590.0). Symptoms: decreased milk yield, fever, appetite loss, lethargy. Disease: mastitis. Temperature: 39.5°C, Score: 70."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: cow (hereford, Age: 3, Gender: female, Weight: 650.0). Symptoms: lethargy, fever, decreased milk yield, nasal discharge. Disease: mastitis. Temperature: 39.6°C, Score: 75."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: cow (brahman, Age: 7, Gender: female, Weight: 620.0). Symptoms: fever, coughing, lethargy, decreased milk yield. Disease: mastitis. Temperature: 39.6°C, Score: 81."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: cow (brahman, Age: 3, Gender: female, Weight: 570.0). Symptoms: fever, nasal discharge, lethargy, coughing. Disease: respiratory syncytial virus. Temperature: 39.8°C, Score: 86."
"Medicine: acetocillin (antiseptic, capsule, Price: 263.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cow (jersey, Age: 3, Gender: male, Weight: 620.0). Symptoms: diarrhea, lethargy, appetite loss, decreased milk yield. Disease: salmonellosis. Temperature: 39.7°C, Score: 79."
"Medicine: acetocillin (antiseptic, capsule, Price: 263.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cow (shorthorn, Age: 5, Gender: male, Weight: 600.0). Symptoms: diarrhea, dehydration, lethargy, loss of appetite. Disease: salmonellosis. Temperature: 39.4°C, Score: 84."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: cow (jersey, Age: 6, Gender: male, Weight: 620.0). Symptoms: weight loss, reduced milk production, lethargy, appetite loss. Disease: tuberculosis. Temperature: 39.4°C, Score: 87."
"Medicine: acetocillin (antiseptic, capsule, Price: 263.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: dog (chihuahua, Age: 3, Gender: male, Weight: 2.5). Symptoms: sneezing, eye discharge, labored breathing, lethargy. Disease: allergic rhinitis. Temperature: 39.5°C, Score: 131."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (golden retriever, Age: 4, Gender: male, Weight: 30.0). Symptoms: lameness, swelling, appetite loss, fever. Disease: arthritis. Temperature: 39.5°C, Score: 110."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (border collie, Age: 3, Gender: female, Weight: 17.0). Symptoms: coughing, labored breathing, fever, nasal discharge. Disease: bordetella infection. Temperature: 39.4°C, Score: 129."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (bulldog, Age: 5, Gender: female, Weight: 22.0). Symptoms: coughing, lethargy, loss of appetite, fever. Disease: canine cough. Temperature: 39.3°C, Score: 120."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (bulldog, Age: 5, Gender: male, Weight: 23.0). Symptoms: labored breathing, coughing, nasal discharge, appetite loss. Disease: canine distemper. Temperature: 40.0°C, Score: 115."
"Medicine: acetocillin (analgesic, tablet, Price: 716.0, Availability: prescription, Manufacturer: novartis ag). Animal: dog (beagle, Age: 2, Gender: female, Weight: 9.0). Symptoms: fever, vomiting, lethargy, skin lesions. Disease: canine distemper. Temperature: 39.2°C, Score: 132."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (labrador retriever, Age: 11, Gender: male, Weight: 35.0). Symptoms: lethargy, loss of appetite, fever, vomiting. Disease: canine distemper. Temperature: 39.3°C, Score: 118."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (doberman pinscher, Age: 6, Gender: male, Weight: 40.0). Symptoms: vomiting, lethargy, loss of appetite, coughing. Disease: canine distemper. Temperature: 39.3°C, Score: 119."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (poodle, Age: 6, Gender: male, Weight: 25.0). Symptoms: lethargy, loss of appetite, coughing, fever. Disease: canine distemper. Temperature: 39.3°C, Score: 110."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (rottweiler, Age: 5, Gender: female, Weight: 40.0). Symptoms: lethargy, vomiting, loss of appetite, fever. Disease: canine distemper. Temperature: 39.3°C, Score: 122."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (golden retriever, Age: 7, Gender: male, Weight: 30.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: canine distemper. Temperature: 39.0°C, Score: 130."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (shih tzu, Age: 4, Gender: female, Weight: 7.0). Symptoms: coughing, labored breathing, appetite loss, lethargy. Disease: canine flu. Temperature: 39.3°C, Score: 133."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (yorkshire terrier, Age: 4, Gender: male, Weight: 8.0). Symptoms: lethargy, vomiting, loss of appetite, fever. Disease: canine heartworm disease. Temperature: 39.2°C, Score: 100."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (akita, Age: 6, Gender: male, Weight: 35.0). Symptoms: lethargy, loss of appetite, fever, vomiting. Disease: canine hepatitis. Temperature: 39.5°C, Score: 130."
"Medicine: acetocillin (analgesic, tablet, Price: 716.0, Availability: prescription, Manufacturer: novartis ag). Animal: dog (shih tzu, Age: 8, Gender: female, Weight: 8.0). Symptoms: lethargy, vomiting, diarrhea, loss of appetite. Disease: canine hepatitis. Temperature: 39.0°C, Score: 130."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (german shepherd, Age: 4, Gender: male, Weight: 32.0). Symptoms: lethargy, vomiting, loss of appetite, fever. Disease: canine hepatitis. Temperature: 39.1°C, Score: 130."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (boxer, Age: 3, Gender: female, Weight: 30.0). Symptoms: lethargy, vomiting, loss of appetite, fever. Disease: canine infectious hepatitis. Temperature: 39.3°C, Score: 120."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (beagle, Age: 4, Gender: female, Weight: 15.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: canine influenza. Temperature: 39.2°C, Score: 125."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (cocker spaniel, Age: 5, Gender: female, Weight: 20.0). Symptoms: vomiting, lethargy, loss of appetite, fever. Disease: canine leptospirosis. Temperature: 39.2°C, Score: 123."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (golden retriever, Age: 7, Gender: male, Weight: 33.0). Symptoms: lethargy, vomiting, loss of appetite, fever. Disease: canine leptospirosis. Temperature: 39.2°C, Score: 118."
"Medicine: acetocillin (analgesic, tablet, Price: 716.0, Availability: prescription, Manufacturer: novartis ag). Animal: dog (chihuahua, Age: 4, Gender: female, Weight: 3.5). Symptoms: lethargy, vomiting, diarrhea, coughing. Disease: canine parvovirus. Temperature: 39.1°C, Score: 130."
"Medicine: acetocillin (analgesic, tablet, Price: 716.0, Availability: prescription, Manufacturer: novartis ag). Animal: dog (husky, Age: 9, Gender: male, Weight: 25.0). Symptoms: lethargy, vomiting, diarrhea, loss of appetite. Disease: canine parvovirus. Temperature: 39.1°C, Score: 124."
"Medicine: acetocillin (analgesic, tablet, Price: 716.0, Availability: prescription, Manufacturer: novartis ag). Animal: dog (poodle, Age: 7, Gender: female, Weight: 15.0). Symptoms: lethargy, vomiting, loss of appetite, diarrhea. Disease: canine parvovirus. Temperature: 39.1°C, Score: 125."
"Medicine: acetocillin (analgesic, tablet, Price: 716.0, Availability: prescription, Manufacturer: novartis ag). Animal: dog (golden retriever, Age: 7, Gender: male, Weight: 30.0). Symptoms: vomiting, diarrhea, loss of appetite, lethargy. Disease: canine parvovirus. Temperature: 39.5°C, Score: 118."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (rottweiler, Age: 5, Gender: female, Weight: 42.0). Symptoms: lethargy, vomiting, loss of appetite, coughing. Disease: canine parvovirus. Temperature: 39.2°C, Score: 120."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (german shepherd, Age: 4, Gender: female, Weight: 45.0). Symptoms: lethargy, loss of appetite, coughing, fever. Disease: canine parvovirus. Temperature: 39.4°C, Score: 120."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (chihuahua, Age: 3, Gender: male, Weight: 6.0). Symptoms: lethargy, vomiting, loss of appetite, fever. Disease: canine parvovirus. Temperature: 39.0°C, Score: 118."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (golden retriever, Age: 5, Gender: male, Weight: 40.0). Symptoms: vomiting, loss of appetite, lethargy, fever. Disease: canine parvovirus. Temperature: 39.2°C, Score: 130."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (golden retriever, Age: 5, Gender: male, Weight: 35.0). Symptoms: coughing, lethargy, loss of appetite, fever. Disease: canine parvovirus. Temperature: 39.2°C, Score: 110."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (dachshund, Age: 7, Gender: male, Weight: 5.5). Symptoms: coughing, labored breathing, lethargy, appetite loss. Disease: chronic bronchitis. Temperature: 39.5°C, Score: 120."
"Medicine: acetocillin (antipyretic, drops, Price: 202.0, Availability: over-the-counter, Manufacturer: novo nordisk a/s). Animal: dog (beagle, Age: 4, Gender: female, Weight: 25.0). Symptoms: lethargy, vomiting, loss of appetite, fever. Disease: distemper. Temperature: 39.2°C, Score: 120."
"Medicine: acetocillin (analgesic, tablet, Price: 716.0, Availability: prescription, Manufacturer: novartis ag). Animal: dog (beagle, Age: 1, Gender: male, Weight: 10.0). Symptoms: diarrhea, vomiting, lethargy, appetite loss. Disease: gastroenteritis. Temperature: 39.2°C, Score: 130."
"Medicine: acetocillin (analgesic, tablet, Price: 716.0, Availability: prescription, Manufacturer: novartis ag). Animal: dog (bulldog, Age: 5, Gender: male, Weight: 22.0). Symptoms: vomiting, appetite loss, fever, diarrhea. Disease: gastroenteritis. Temperature: 39.6°C, Score: 138."
"Medicine: acetocillin (analgesic, tablet, Price: 716.0, Availability: prescription, Manufacturer: novartis ag). Animal: dog (dachshund, Age: 7, Gender: female, Weight: 8.0). Symptoms: vomiting, diarrhea, weight loss, appetite loss. Disease: gastroenteritis. Temperature: 39.2°C, Score: 120."
"Medicine: acetocillin (analgesic, tablet, Price: 716.0, Availability: prescription, Manufacturer: novartis ag). Animal: dog (beagle, Age: 5, Gender: male, Weight: 10.0). Symptoms: vomiting, diarrhea, loss of appetite, fever. Disease: gastroenteritis. Temperature: 39.2°C, Score: 132."
"Medicine: acetocillin (analgesic, tablet, Price: 716.0, Availability: prescription, Manufacturer: novartis ag). Animal: dog (chihuahua, Age: 9, Gender: male, Weight: 2.0). Symptoms: vomiting, loss of appetite, diarrhea, lethargy. Disease: gastroenteritis. Temperature: 39.1°C, Score: 128."
"Medicine: acetocillin (analgesic, tablet, Price: 716.0, Availability: prescription, Manufacturer: novartis ag). Animal: dog (boxer, Age: 8, Gender: female, Weight: 27.0). Symptoms: vomiting, lethargy, diarrhea, loss of appetite. Disease: gastroenteritis. Temperature: 39.2°C, Score: 131."
