Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,,Manufactured Date,Expiry Date
Claricillin,Antipyretic,Injection,375 mg,Johnson & Johnson,Fever,Prescription,,2024-08-01,2027-02-03
Dextromycin,Antidiabetic,Ointment,272 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter,,2020-05-30,2022-01-05
Dolocillin,Analgesic,Capsule,225 mg,Sanofi S.A.,Depression,Over-the-Counter,,2020-06-19,2022-07-24
Ibuprophen,Antipyretic,Tablet,118 mg,Pfizer Inc.,Virus,Over-the-Counter,,2023-01-27,2025-09-23
Cefphen,Antipyretic,Tablet,999 mg,AstraZeneca plc,Depression,Prescription,,2021-08-06,2024-04-07
Dolophen,Antidepressant,Tablet,650 mg,Novo Nordisk A/S,Depression,Prescription,,2022-06-01,2023-07-30
Ibupronazole,Antidiabetic,Inhaler,886 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter,,2023-06-07,2026-03-08
Cefmet,Antipyretic,Inhaler,222 mg,Johnson & Johnson,Fungus,Over-the-Counter,,2021-09-14,2023-01-23
Clariphen,Antifungal,Cream,90 mg,Novartis AG,Virus,Over-the-Counter,,2023-11-21,2025-12-17
Metophen,Antiviral,Capsule,218 mg,AbbVie Inc.,Infection,Prescription,,2022-12-08,2025-07-10
Dolophen,Antipyretic,Ointment,66 mg,CSL Limited,Fungus,Prescription,,2020-04-26,2021-05-09
Acetophen,Antibiotic,Tablet,21 mg,Novartis AG,Virus,Over-the-Counter,,2021-02-15,2023-04-25
Dolocillin,Antiseptic,Capsule,279 mg,"Merck & Co., Inc.",Depression,Prescription,,2021-01-29,2023-05-17
Dextrocillin,Antiviral,Ointment,252 mg,Amgen Inc.,Fever,Over-the-Counter,,2024-10-05,2026-03-04
Metovir,Antiseptic,Cream,44 mg,Novartis AG,Depression,Over-the-Counter,,2020-08-22,2023-07-08
Dextromet,Antifungal,Injection,731 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter,,2022-04-06,2024-07-18
Dolostatin,Antiviral,Drops,865 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter,,2024-01-13,2026-02-26
Dolonazole,Analgesic,Capsule,101 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription,,2021-06-22,2023-06-01
Ibupronazole,Antidepressant,Syrup,504 mg,Pfizer Inc.,Diabetes,Over-the-Counter,,2024-03-01,2025-09-12
Dextrocillin,Antidiabetic,Ointment,359 mg,Bayer AG,Fever,Over-the-Counter,,2023-10-19,2026-04-14
Acetomycin,Analgesic,Ointment,755 mg,Bayer AG,Wound,Over-the-Counter,,2023-01-09,2024-03-21
Claristatin,Analgesic,Drops,636 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter,,2023-06-17,2024-12-26
Metoprofen,Antiseptic,Injection,113 mg,"Merck & Co., Inc.",Wound,Prescription,,2021-01-14,2023-07-29
Clariphen,Analgesic,Ointment,512 mg,"Merck & Co., Inc.",Fungus,Prescription,,2021-02-06,2023-08-28
Ibupronazole,Antifungal,Capsule,157 mg,GlaxoSmithKline plc,Pain,Over-the-Counter,,2020-03-01,2022-11-19
Cefmycin,Antibiotic,Tablet,38 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter,,2023-08-11,2025-02-17
Acetovir,Antiviral,Ointment,731 mg,AbbVie Inc.,Infection,Over-the-Counter,,2023-12-06,2026-02-07
Acetomycin,Antibiotic,Drops,603 mg,Biogen Inc.,Pain,Over-the-Counter,,2024-12-29,2027-05-13
Ibuprophen,Antifungal,Inhaler,451 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter,,2021-10-01,2023-05-05
Metostatin,Antibiotic,Injection,19 mg,Biogen Inc.,Fever,Prescription,,2025-03-26,2027-12-08
Ibupromycin,Antidepressant,Cream,25 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter,,2024-08-25,2026-12-22
Dextromycin,Antidiabetic,Capsule,708 mg,"Gilead Sciences, Inc.",Fungus,Prescription,,2023-01-04,2025-08-26
Dolovir,Antidepressant,Syrup,678 mg,AstraZeneca plc,Diabetes,Over-the-Counter,,2021-08-23,2023-08-17
Acetomet,Analgesic,Cream,948 mg,Roche Holding AG,Infection,Over-the-Counter,,2024-01-06,2025-11-09
Acetonazole,Analgesic,Ointment,543 mg,Novo Nordisk A/S,Depression,Over-the-Counter,,2024-01-25,2026-11-23
Dolomycin,Antidepressant,Injection,537 mg,Roche Holding AG,Fever,Prescription,,2021-09-26,2023-11-20
Dextronazole,Analgesic,Cream,176 mg,Sanofi S.A.,Fever,Prescription,,2022-04-26,2024-11-26
Ibuprostatin,Antifungal,Drops,319 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter,,2025-03-25,2027-05-09
Dolomycin,Antiseptic,Tablet,281 mg,Novartis AG,Fever,Over-the-Counter,,2022-12-11,2025-05-10
Amoxiprofen,Antidepressant,Syrup,60 mg,CSL Limited,Virus,Prescription,,2024-12-25,2026-08-24
Dolovir,Antipyretic,Cream,540 mg,Novo Nordisk A/S,Fever,Over-the-Counter,,2024-10-22,2027-07-13
Dextrovir,Antidepressant,Injection,138 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter,,2023-03-16,2024-09-02
Ibuprovir,Antiviral,Syrup,589 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter,,2022-06-23,2025-04-07
Clariprofen,Antiviral,Capsule,372 mg,Pfizer Inc.,Depression,Prescription,,2021-04-02,2023-07-05
Amoxiphen,Antipyretic,Capsule,961 mg,GlaxoSmithKline plc,Depression,Prescription,,2025-04-21,2027-04-20
Clarivir,Antifungal,Tablet,97 mg,Boehringer Ingelheim GmbH,Infection,Prescription,,2020-05-10,2021-07-26
Amoxivir,Antidepressant,Cream,230 mg,Johnson & Johnson,Infection,Prescription,,2025-03-28,2027-10-17
Clarimet,Analgesic,Capsule,20 mg,Johnson & Johnson,Depression,Prescription,,2024-12-02,2027-04-05
Metoprofen,Antiseptic,Tablet,486 mg,Johnson & Johnson,Virus,Prescription,,2020-09-08,2023-02-21
Claricillin,Antiseptic,Injection,463 mg,Bayer AG,Pain,Over-the-Counter,,2024-08-13,2027-01-20
Metophen,Antibiotic,Capsule,89 mg,AbbVie Inc.,Fever,Prescription,,2024-11-15,2026-06-08
Ibupromet,Antibiotic,Drops,919 mg,Biogen Inc.,Depression,Prescription,,2020-08-06,2023-06-29
Ibuprophen,Antiviral,Drops,617 mg,CSL Limited,Diabetes,Over-the-Counter,,2021-06-27,2023-04-13
Acetocillin,Antibiotic,Inhaler,742 mg,"Merck & Co., Inc.",Depression,Over-the-Counter,,2023-09-02,2026-08-02
Metostatin,Analgesic,Syrup,761 mg,Novartis AG,Depression,Over-the-Counter,,2025-01-01,2027-05-19
Dolostatin,Antidepressant,Inhaler,332 mg,"Merck & Co., Inc.",Depression,Prescription,,2023-05-11,2026-02-27
Cefstatin,Antidiabetic,Syrup,456 mg,"Merck & Co., Inc.",Wound,Prescription,,2022-06-17,2024-12-21
Dolophen,Antidepressant,Inhaler,166 mg,"Gilead Sciences, Inc.",Pain,Prescription,,2021-10-03,2023-12-04
Dextrophen,Antidiabetic,Injection,286 mg,Eli Lilly and Company,Virus,Over-the-Counter,,2023-05-09,2025-08-21
Cefphen,Analgesic,Tablet,184 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter,,2024-12-30,2027-05-26
Dextrovir,Antipyretic,Cream,523 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription,,2024-07-20,2026-06-08
Acetophen,Antifungal,Capsule,151 mg,Eli Lilly and Company,Infection,Prescription,,2024-06-09,2027-02-14
Amoximet,Antiviral,Capsule,378 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter,,2020-10-15,2022-06-26
Metovir,Antibiotic,Injection,148 mg,Amgen Inc.,Diabetes,Over-the-Counter,,2024-03-29,2027-03-19
Ibuprophen,Antiseptic,Cream,4 mg,Novartis AG,Diabetes,Prescription,,2021-03-14,2024-03-12
Clarimycin,Antibiotic,Inhaler,181 mg,AstraZeneca plc,Infection,Prescription,,2021-07-17,2024-02-26
Acetomet,Antifungal,Injection,687 mg,CSL Limited,Fever,Prescription,,2022-01-25,2023-03-16
Metocillin,Antiseptic,Ointment,609 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter,,2020-01-23,2021-05-01
Dextrophen,Antidepressant,Ointment,639 mg,"Gilead Sciences, Inc.",Wound,Prescription,,2023-09-22,2026-09-14
Clarimet,Antibiotic,Inhaler,664 mg,Biogen Inc.,Infection,Prescription,,2024-10-31,2027-02-06
Claristatin,Antipyretic,Syrup,694 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter,,2022-06-18,2024-10-28
Ibupronazole,Antipyretic,Injection,480 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription,,2022-04-27,2023-12-19
Dolophen,Antiseptic,Capsule,962 mg,AstraZeneca plc,Pain,Prescription,,2024-03-25,2026-07-09
Dolomycin,Antidiabetic,Cream,656 mg,Bayer AG,Pain,Over-the-Counter,,2020-11-01,2022-12-03
Amoxiphen,Antipyretic,Ointment,309 mg,Boehringer Ingelheim GmbH,Virus,Prescription,,2025-02-11,2026-07-17
Clarinazole,Antidiabetic,Tablet,500 mg,GlaxoSmithKline plc,Infection,Prescription,,2020-05-11,2022-03-04
Clarimet,Antifungal,Injection,821 mg,Novo Nordisk A/S,Virus,Over-the-Counter,,2022-09-26,2023-10-09
Dextronazole,Antibiotic,Syrup,232 mg,"Gilead Sciences, Inc.",Fungus,Prescription,,2021-12-17,2023-04-11
Amoxiphen,Antipyretic,Capsule,158 mg,Biogen Inc.,Virus,Over-the-Counter,,2021-01-19,2022-06-06
Amoximycin,Antiseptic,Injection,449 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter,,2024-10-03,2025-12-16
Acetonazole,Antipyretic,Ointment,309 mg,Novartis AG,Infection,Prescription,,2024-03-09,2026-03-03
Amoxinazole,Analgesic,Capsule,574 mg,AbbVie Inc.,Wound,Prescription,,2021-04-17,2022-05-10
Dextrocillin,Antipyretic,Drops,624 mg,Sanofi S.A.,Depression,Over-the-Counter,,2023-04-23,2025-06-01
Ibupromet,Antidepressant,Capsule,790 mg,Roche Holding AG,Fungus,Prescription,,2022-07-11,2025-05-29
Acetovir,Antidiabetic,Drops,458 mg,Novo Nordisk A/S,Virus,Over-the-Counter,,2022-10-14,2025-05-02
Amoxicillin,Antibiotic,Tablet,526 mg,Eli Lilly and Company,Pain,Prescription,,2020-05-27,2023-05-21
Acetomet,Antipyretic,Drops,616 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription,,2024-05-31,2026-04-21
Ibupromycin,Antifungal,Drops,576 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter,,2022-03-27,2024-02-23
Clarivir,Antiseptic,Inhaler,871 mg,Biogen Inc.,Pain,Prescription,,2024-01-09,2025-12-02
Dolocillin,Antipyretic,Capsule,896 mg,Amgen Inc.,Fungus,Over-the-Counter,,2025-06-04,2028-04-08
Dextrophen,Antiseptic,Tablet,66 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter,,2021-02-26,2022-12-22
Dolomet,Antidiabetic,Capsule,99 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter,,2022-02-07,2024-12-13
Metoprofen,Antiseptic,Inhaler,570 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter,,2022-02-13,2023-05-12
Amoxivir,Analgesic,Syrup,837 mg,Roche Holding AG,Fever,Over-the-Counter,,2022-06-26,2023-07-10
Claristatin,Antibiotic,Ointment,471 mg,"Gilead Sciences, Inc.",Infection,Prescription,,2023-12-20,2025-10-15
Acetomycin,Antibiotic,Injection,320 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter,,2021-05-01,2024-01-24
Ibuprophen,Antiseptic,Capsule,660 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter,,2023-07-22,2025-06-03
Doloprofen,Antipyretic,Tablet,723 mg,Novartis AG,Virus,Over-the-Counter,,2025-07-06,2026-12-30
Cefphen,Analgesic,Ointment,563 mg,"Merck & Co., Inc.",Depression,Prescription,,2021-09-30,2024-01-04
Dextrostatin,Antidepressant,Injection,674 mg,Novartis AG,Fever,Over-the-Counter,,2021-05-16,2023-02-08
Dextromycin,Antiviral,Inhaler,521 mg,AbbVie Inc.,Diabetes,Prescription,,2020-06-18,2021-09-30
Ibuprovir,Analgesic,Syrup,153 mg,Pfizer Inc.,Virus,Prescription,,2025-04-04,2028-02-03
Clarinazole,Antibiotic,Capsule,159 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter,,2022-07-07,2024-12-04
Dextromet,Antidepressant,Syrup,756 mg,"Gilead Sciences, Inc.",Depression,Prescription,,2020-08-07,2022-07-11
Cefvir,Antipyretic,Injection,923 mg,Biogen Inc.,Pain,Prescription,,2022-09-05,2024-09-30
Dextrophen,Antidiabetic,Syrup,949 mg,Bayer AG,Wound,Over-the-Counter,,2024-04-25,2025-09-12
Cefcillin,Antiseptic,Cream,580 mg,Johnson & Johnson,Fever,Prescription,,2021-02-28,2022-08-15
Amoximycin,Antibiotic,Inhaler,107 mg,GlaxoSmithKline plc,Infection,Over-the-Counter,,2021-01-10,2022-01-26
Dolocillin,Antidepressant,Ointment,849 mg,Amgen Inc.,Pain,Prescription,,2021-01-28,2023-07-25
Acetomet,Antibiotic,Tablet,779 mg,CSL Limited,Virus,Over-the-Counter,,2024-09-19,2025-09-23
Metostatin,Antifungal,Ointment,305 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter,,2022-11-30,2024-04-14
Amoximet,Antidiabetic,Inhaler,292 mg,GlaxoSmithKline plc,Wound,Over-the-Counter,,2022-01-19,2024-09-28
Cefmet,Antidiabetic,Cream,498 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter,,2020-07-25,2022-01-02
Ibuproprofen,Antiviral,Capsule,6 mg,Novo Nordisk A/S,Pain,Prescription,,2022-06-30,2025-05-09
Metocillin,Antiviral,Cream,93 mg,GlaxoSmithKline plc,Fever,Over-the-Counter,,2020-04-27,2022-08-02
Acetomycin,Antidiabetic,Inhaler,135 mg,Pfizer Inc.,Diabetes,Over-the-Counter,,2021-05-14,2023-07-25
Metophen,Antibiotic,Syrup,444 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter,,2024-12-03,2026-12-19
Ibuprophen,Antiviral,Tablet,932 mg,Novo Nordisk A/S,Depression,Over-the-Counter,,2021-04-18,2023-05-04
Cefcillin,Antifungal,Drops,12 mg,"Gilead Sciences, Inc.",Depression,Prescription,,2021-07-31,2023-11-24
Cefcillin,Antidiabetic,Drops,722 mg,Bayer AG,Infection,Over-the-Counter,,2022-01-14,2024-01-03
Metomet,Antiviral,Tablet,689 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter,,2022-11-30,2024-07-31
Clarinazole,Antibiotic,Injection,599 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription,,2020-11-04,2023-07-21
Dextrostatin,Antipyretic,Capsule,427 mg,Eli Lilly and Company,Pain,Prescription,,2025-03-15,2028-02-02
Dolocillin,Antifungal,Tablet,972 mg,AstraZeneca plc,Diabetes,Over-the-Counter,,2022-08-07,2024-11-24
Acetovir,Antibiotic,Drops,676 mg,Bayer AG,Depression,Over-the-Counter,,2021-07-17,2023-10-24
Metomet,Antifungal,Syrup,710 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription,,2020-09-14,2022-03-22
Dolocillin,Antipyretic,Syrup,674 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription,,2020-03-16,2022-07-22
Clarimet,Antifungal,Inhaler,516 mg,Eli Lilly and Company,Pain,Over-the-Counter,,2020-05-23,2022-10-27
Acetostatin,Antipyretic,Inhaler,447 mg,Biogen Inc.,Depression,Prescription,,2020-12-02,2023-05-20
Dextrocillin,Antiviral,Syrup,150 mg,Johnson & Johnson,Depression,Prescription,,2023-05-25,2026-02-13
Clarimet,Antipyretic,Tablet,678 mg,Johnson & Johnson,Fever,Prescription,,2021-02-23,2022-12-01
Acetomycin,Antiseptic,Injection,912 mg,"Merck & Co., Inc.",Fungus,Prescription,,2021-12-20,2024-02-22
Acetoprofen,Antiseptic,Syrup,922 mg,CSL Limited,Infection,Over-the-Counter,,2022-12-18,2025-07-20
Cefnazole,Analgesic,Drops,711 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter,,2022-01-15,2024-10-21
Dolocillin,Antidiabetic,Injection,685 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter,,2021-07-31,2023-04-09
Ibuprostatin,Antiviral,Inhaler,44 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter,,2023-06-21,2026-01-03
Metoprofen,Antifungal,Ointment,858 mg,Pfizer Inc.,Depression,Over-the-Counter,,2023-10-04,2024-11-14
Amoxiprofen,Analgesic,Inhaler,509 mg,Johnson & Johnson,Wound,Prescription,,2020-01-29,2022-05-24
Amoxivir,Antiviral,Syrup,492 mg,CSL Limited,Virus,Prescription,,2022-03-24,2023-08-11
Ibuprophen,Antifungal,Inhaler,587 mg,Johnson & Johnson,Fungus,Over-the-Counter,,2024-04-13,2026-09-05
Ibupromet,Antidiabetic,Syrup,43 mg,AbbVie Inc.,Pain,Prescription,,2020-02-18,2022-08-07
Metostatin,Antiviral,Tablet,33 mg,Novo Nordisk A/S,Infection,Prescription,,2022-02-23,2023-11-19
Dolophen,Antidepressant,Ointment,332 mg,Roche Holding AG,Fungus,Prescription,,2024-11-21,2026-11-16
Cefprofen,Antipyretic,Tablet,473 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter,,2022-02-17,2024-10-24
Dolostatin,Antiviral,Injection,501 mg,Boehringer Ingelheim GmbH,Fungus,Prescription,,2023-10-28,2025-08-17
Ibuprostatin,Antiseptic,Tablet,202 mg,Bristol-Myers Squibb Company,Fever,Prescription,,2024-02-02,2026-11-27
Acetoprofen,Antipyretic,Injection,554 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription,,2024-12-21,2027-04-09
Ibuproprofen,Antipyretic,Syrup,575 mg,Johnson & Johnson,Diabetes,Prescription,,2023-08-07,2025-11-20
Clariphen,Analgesic,Syrup,788 mg,Novartis AG,Wound,Over-the-Counter,,2023-11-09,2025-04-17
Clarivir,Antiseptic,Inhaler,715 mg,AstraZeneca plc,Infection,Over-the-Counter,,2024-02-25,2025-04-09
Dextrocillin,Antidiabetic,Ointment,282 mg,Johnson & Johnson,Wound,Over-the-Counter,,2020-01-13,2022-11-20
Amoxistatin,Antiviral,Capsule,949 mg,CSL Limited,Virus,Over-the-Counter,,2025-01-30,2026-08-24
Amoxiprofen,Antibiotic,Drops,755 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription,,2025-04-14,2026-07-30
Claristatin,Antibiotic,Tablet,657 mg,Novo Nordisk A/S,Pain,Prescription,,2021-05-17,2023-10-02
Dextrophen,Antidepressant,Tablet,839 mg,Johnson & Johnson,Pain,Prescription,,2025-01-17,2027-04-03
Amoximycin,Antidepressant,Syrup,929 mg,Boehringer Ingelheim GmbH,Depression,Prescription,,2020-04-12,2021-06-15
Cefprofen,Antidepressant,Drops,842 mg,Amgen Inc.,Pain,Prescription,,2021-12-04,2023-08-27
Ibuprocillin,Antiviral,Syrup,12 mg,"Gilead Sciences, Inc.",Virus,Prescription,,2023-01-10,2025-02-11
Dextromycin,Antifungal,Ointment,145 mg,GlaxoSmithKline plc,Wound,Over-the-Counter,,2022-02-02,2024-12-29
Ibupromycin,Antidiabetic,Drops,989 mg,Novo Nordisk A/S,Fever,Prescription,,2022-09-20,2024-04-30
Acetophen,Antifungal,Capsule,487 mg,Eli Lilly and Company,Wound,Prescription,,2022-12-06,2025-09-30
Cefstatin,Antibiotic,Cream,857 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription,,2023-11-08,2025-08-22
Dextrostatin,Analgesic,Injection,48 mg,Biogen Inc.,Pain,Over-the-Counter,,2023-10-11,2025-07-21
Clarinazole,Antidiabetic,Syrup,799 mg,Roche Holding AG,Virus,Over-the-Counter,,2022-09-09,2024-03-12
Acetomycin,Antibiotic,Injection,735 mg,Novo Nordisk A/S,Virus,Over-the-Counter,,2023-02-09,2024-09-21
Acetoprofen,Antidiabetic,Syrup,870 mg,Novo Nordisk A/S,Fever,Prescription,,2024-01-07,2025-07-24
Metomycin,Antipyretic,Syrup,197 mg,Novo Nordisk A/S,Virus,Over-the-Counter,,2020-12-08,2023-04-25
Clarivir,Analgesic,Syrup,670 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription,,2024-04-07,2025-04-17
Metovir,Antibiotic,Inhaler,471 mg,Amgen Inc.,Diabetes,Over-the-Counter,,2024-12-12,2027-04-23
Ibuprophen,Antifungal,Cream,157 mg,Roche Holding AG,Infection,Over-the-Counter,,2025-07-12,2027-04-14
Doloprofen,Antifungal,Ointment,671 mg,Biogen Inc.,Diabetes,Over-the-Counter,,2021-08-20,2022-08-22
Claristatin,Analgesic,Capsule,815 mg,Bristol-Myers Squibb Company,Depression,Prescription,,2021-09-09,2024-04-04
Clarinazole,Antibiotic,Drops,435 mg,Amgen Inc.,Virus,Over-the-Counter,,2021-10-25,2022-10-29
Acetophen,Antiviral,Injection,144 mg,CSL Limited,Wound,Prescription,,2025-04-02,2027-09-04
Dolovir,Antidiabetic,Inhaler,466 mg,AbbVie Inc.,Infection,Over-the-Counter,,2021-01-20,2023-08-12
Amoxistatin,Antifungal,Inhaler,722 mg,AstraZeneca plc,Infection,Prescription,,2025-03-21,2026-12-25
Ibuprostatin,Analgesic,Syrup,370 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter,,2024-05-11,2026-07-07
Acetocillin,Analgesic,Tablet,716 mg,Novartis AG,Fungus,Prescription,,2022-03-21,2023-11-13
Ibupromycin,Antiviral,Capsule,702 mg,AbbVie Inc.,Depression,Prescription,,2023-09-08,2025-07-20
Cefmet,Analgesic,Inhaler,39 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription,,2021-06-03,2022-10-07
Dextrostatin,Antifungal,Ointment,706 mg,Bristol-Myers Squibb Company,Pain,Prescription,,2023-03-30,2025-01-26
Claricillin,Antidiabetic,Tablet,508 mg,Amgen Inc.,Diabetes,Over-the-Counter,,2022-11-01,2024-04-26
Metonazole,Antidiabetic,Capsule,279 mg,Novartis AG,Virus,Prescription,,2020-03-14,2022-07-16
Claricillin,Antidepressant,Capsule,286 mg,AstraZeneca plc,Fungus,Over-the-Counter,,2022-03-04,2024-05-13
Amoxiphen,Analgesic,Capsule,180 mg,Amgen Inc.,Fever,Over-the-Counter,,2020-02-12,2022-12-03
Dolomycin,Antidiabetic,Drops,155 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription,,2023-06-14,2024-07-20
Cefmet,Analgesic,Inhaler,332 mg,Roche Holding AG,Diabetes,Prescription,,2023-06-04,2026-02-22
Ibuproprofen,Antibiotic,Capsule,474 mg,Pfizer Inc.,Virus,Over-the-Counter,,2022-07-02,2024-10-26
Ibupronazole,Antiseptic,Cream,12 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter,,2023-03-13,2025-01-20
Ibupromet,Analgesic,Ointment,771 mg,Johnson & Johnson,Wound,Over-the-Counter,,2021-02-25,2023-06-23
Cefphen,Antidiabetic,Injection,557 mg,Amgen Inc.,Depression,Prescription,,2020-02-19,2021-05-25
Clariprofen,Antifungal,Drops,968 mg,Eli Lilly and Company,Virus,Over-the-Counter,,2024-08-14,2025-08-30
Acetostatin,Analgesic,Ointment,194 mg,Roche Holding AG,Infection,Prescription,,2025-06-22,2027-09-11
Acetomet,Antidiabetic,Syrup,137 mg,Eli Lilly and Company,Fungus,Over-the-Counter,,2024-04-11,2026-01-14
Clarivir,Antiviral,Syrup,82 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter,,2020-08-29,2022-11-23
Dextrovir,Antifungal,Capsule,35 mg,Amgen Inc.,Diabetes,Over-the-Counter,,2020-01-13,2022-11-08
Acetomet,Antiseptic,Inhaler,625 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription,,2024-04-08,2026-12-04
Clarimet,Antiseptic,Drops,999 mg,AbbVie Inc.,Fungus,Over-the-Counter,,2023-09-08,2026-07-25
Dextrovir,Analgesic,Inhaler,992 mg,GlaxoSmithKline plc,Virus,Over-the-Counter,,2024-10-15,2025-11-12
Ibuproprofen,Analgesic,Syrup,60 mg,AstraZeneca plc,Pain,Over-the-Counter,,2024-01-28,2026-07-26
Dextrostatin,Antidepressant,Injection,477 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter,,2021-10-21,2022-10-30
Acetoprofen,Antifungal,Inhaler,973 mg,Johnson & Johnson,Virus,Prescription,,2022-05-13,2023-08-21
Amoxiphen,Antiviral,Drops,295 mg,Novartis AG,Infection,Over-the-Counter,,2022-04-09,2025-01-20
Dolonazole,Antidepressant,Drops,891 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription,,2024-05-15,2025-08-09
Clarinazole,Antidepressant,Capsule,177 mg,Bristol-Myers Squibb Company,Fever,Prescription,,2020-06-24,2022-10-06
Metoprofen,Antibiotic,Inhaler,610 mg,Roche Holding AG,Infection,Prescription,,2024-07-30,2026-05-26
Ibuprovir,Antifungal,Capsule,976 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription,,2021-01-25,2023-10-26
Acetophen,Antifungal,Inhaler,398 mg,Eli Lilly and Company,Fungus,Prescription,,2021-12-16,2023-07-09
Claricillin,Analgesic,Inhaler,68 mg,Sanofi S.A.,Virus,Prescription,,2023-12-31,2026-08-22
Dextrophen,Antidiabetic,Drops,637 mg,"Merck & Co., Inc.",Pain,Over-the-Counter,,2023-12-27,2025-03-17
Amoximycin,Antiviral,Ointment,911 mg,Roche Holding AG,Depression,Over-the-Counter,,2024-04-22,2025-11-19
Doloprofen,Antidepressant,Drops,472 mg,Boehringer Ingelheim GmbH,Wound,Prescription,,2025-07-17,2026-11-12
Cefstatin,Antipyretic,Inhaler,152 mg,Novartis AG,Wound,Over-the-Counter,,2022-03-14,2023-07-27
Clarinazole,Antiviral,Injection,731 mg,Amgen Inc.,Diabetes,Over-the-Counter,,2024-12-28,2027-01-08
Cefprofen,Antidepressant,Capsule,787 mg,Bayer AG,Infection,Prescription,,2022-05-03,2024-07-03
Acetoprofen,Antibiotic,Capsule,753 mg,Novo Nordisk A/S,Virus,Prescription,,2024-10-22,2027-10-11
