Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,Unnamed: 7,Manufactured Date,Expiry Date,Strength_mg
dextromet,antifungal,injection,731 mg,bristol-myers squibb company,virus,over-the-counter,,2022-04-06,2024-07-18,731.0
dolostatin,antiviral,drops,865 mg,teva pharmaceutical industries ltd.,infection,over-the-counter,,2024-01-13,2026-02-26,865.0
dolonazole,analgesic,capsule,101 mg,takeda pharmaceutical company limited,fungus,prescription,,2021-06-22,2023-06-01,101.0
ibupronazole,antidepressant,syrup,504 mg,pfizer inc.,diabetes,over-the-counter,,2024-03-01,2025-09-12,504.0
dextrocillin,antidiabetic,ointment,359 mg,bayer ag,fever,over-the-counter,,2023-10-19,2026-04-14,359.0
acetomycin,analgesic,ointment,755 mg,bayer ag,wound,over-the-counter,,2023-01-09,2024-03-21,755.0
claristatin,analgesic,drops,636 mg,takeda pharmaceutical company limited,wound,over-the-counter,,2023-06-17,2024-12-26,636.0
metoprofen,antiseptic,injection,113 mg,"merck & co., inc.",wound,prescription,,2021-01-14,2023-07-29,113.0
clariphen,analgesic,ointment,512 mg,"merck & co., inc.",fungus,prescription,,2021-02-06,2023-08-28,512.0
ibupronazole,antifungal,capsule,157 mg,glaxosmithkline plc,pain,over-the-counter,,2020-03-01,2022-11-19,157.0
cefmycin,antibiotic,tablet,38 mg,"gilead sciences, inc.",diabetes,over-the-counter,,2023-08-11,2025-02-17,38.0
acetovir,antiviral,ointment,731 mg,abbvie inc.,infection,over-the-counter,,2023-12-06,2026-02-07,731.0
acetomycin,antibiotic,drops,603 mg,biogen inc.,pain,over-the-counter,,2024-12-29,2027-05-13,603.0
ibuprophen,antifungal,inhaler,451 mg,boehringer ingelheim gmbh,depression,over-the-counter,,2021-10-01,2023-05-05,451.0
metostatin,antibiotic,injection,19 mg,biogen inc.,fever,prescription,,2025-03-26,2027-12-08,19.0
ibupromycin,antidepressant,cream,25 mg,"gilead sciences, inc.",pain,over-the-counter,,2024-08-25,2026-12-22,25.0
dextromycin,antidiabetic,capsule,708 mg,"gilead sciences, inc.",fungus,prescription,,2023-01-04,2025-08-26,708.0
dolovir,antidepressant,syrup,678 mg,astrazeneca plc,diabetes,over-the-counter,,2021-08-23,2023-08-17,678.0
acetomet,analgesic,cream,948 mg,roche holding ag,infection,over-the-counter,,2024-01-06,2025-11-09,948.0
acetonazole,analgesic,ointment,543 mg,novo nordisk a/s,depression,over-the-counter,,2024-01-25,2026-11-23,543.0
dolomycin,antidepressant,injection,537 mg,roche holding ag,fever,prescription,,2021-09-26,2023-11-20,537.0
dextronazole,analgesic,cream,176 mg,sanofi s.a.,fever,prescription,,2022-04-26,2024-11-26,176.0
ibuprostatin,antifungal,drops,319 mg,takeda pharmaceutical company limited,fever,over-the-counter,,2025-03-25,2027-05-09,319.0
dolomycin,antiseptic,tablet,281 mg,novartis ag,fever,over-the-counter,,2022-12-11,2025-05-10,281.0
amoxiprofen,antidepressant,syrup,60 mg,csl limited,virus,prescription,,2024-12-25,2026-08-24,60.0
dolovir,antipyretic,cream,540 mg,novo nordisk a/s,fever,over-the-counter,,2024-10-22,2027-07-13,540.0
dextrovir,antidepressant,injection,138 mg,boehringer ingelheim gmbh,fever,over-the-counter,,2023-03-16,2024-09-02,138.0
ibuprovir,antiviral,syrup,589 mg,teva pharmaceutical industries ltd.,virus,over-the-counter,,2022-06-23,2025-04-07,589.0
clariprofen,antiviral,capsule,372 mg,pfizer inc.,depression,prescription,,2021-04-02,2023-07-05,372.0
amoxiphen,antipyretic,capsule,961 mg,glaxosmithkline plc,depression,prescription,,2025-04-21,2027-04-20,961.0
clarivir,antifungal,tablet,97 mg,boehringer ingelheim gmbh,infection,prescription,,2020-05-10,2021-07-26,97.0
amoxivir,antidepressant,cream,230 mg,johnson & johnson,infection,prescription,,2025-03-28,2027-10-17,230.0
clarimet,analgesic,capsule,20 mg,johnson & johnson,depression,prescription,,2024-12-02,2027-04-05,20.0
metoprofen,antiseptic,tablet,486 mg,johnson & johnson,virus,prescription,,2020-09-08,2023-02-21,486.0
claricillin,antiseptic,injection,463 mg,bayer ag,pain,over-the-counter,,2024-08-13,2027-01-20,463.0
metophen,antibiotic,capsule,89 mg,abbvie inc.,fever,prescription,,2024-11-15,2026-06-08,89.0
ibupromet,antibiotic,drops,919 mg,biogen inc.,depression,prescription,,2020-08-06,2023-06-29,919.0
ibuprophen,antiviral,drops,617 mg,csl limited,diabetes,over-the-counter,,2021-06-27,2023-04-13,617.0
acetocillin,antibiotic,inhaler,742 mg,"merck & co., inc.",depression,over-the-counter,,2023-09-02,2026-08-02,742.0
metostatin,analgesic,syrup,761 mg,novartis ag,depression,over-the-counter,,2025-01-01,2027-05-19,761.0
dolostatin,antidepressant,inhaler,332 mg,"merck & co., inc.",depression,prescription,,2023-05-11,2026-02-27,332.0
cefstatin,antidiabetic,syrup,456 mg,"merck & co., inc.",wound,prescription,,2022-06-17,2024-12-21,456.0
dolophen,antidepressant,inhaler,166 mg,"gilead sciences, inc.",pain,prescription,,2021-10-03,2023-12-04,166.0
dextrophen,antidiabetic,injection,286 mg,eli lilly and company,virus,over-the-counter,,2023-05-09,2025-08-21,286.0
cefphen,analgesic,tablet,184 mg,"gilead sciences, inc.",diabetes,over-the-counter,,2024-12-30,2027-05-26,184.0
dextrovir,antipyretic,cream,523 mg,takeda pharmaceutical company limited,virus,prescription,,2024-07-20,2026-06-08,523.0
acetophen,antifungal,capsule,151 mg,eli lilly and company,infection,prescription,,2024-06-09,2027-02-14,151.0
amoximet,antiviral,capsule,378 mg,bristol-myers squibb company,infection,over-the-counter,,2020-10-15,2022-06-26,378.0
metovir,antibiotic,injection,148 mg,amgen inc.,diabetes,over-the-counter,,2024-03-29,2027-03-19,148.0
ibuprophen,antiseptic,cream,4 mg,novartis ag,diabetes,prescription,,2021-03-14,2024-03-12,4.0
clarimycin,antibiotic,inhaler,181 mg,astrazeneca plc,infection,prescription,,2021-07-17,2024-02-26,181.0
acetomet,antifungal,injection,687 mg,csl limited,fever,prescription,,2022-01-25,2023-03-16,687.0
metocillin,antiseptic,ointment,609 mg,boehringer ingelheim gmbh,pain,over-the-counter,,2020-01-23,2021-05-01,609.0
dextrophen,antidepressant,ointment,639 mg,"gilead sciences, inc.",wound,prescription,,2023-09-22,2026-09-14,639.0
clarimet,antibiotic,inhaler,664 mg,biogen inc.,infection,prescription,,2024-10-31,2027-02-06,664.0
claristatin,antipyretic,syrup,694 mg,bristol-myers squibb company,diabetes,over-the-counter,,2022-06-18,2024-10-28,694.0
ibupronazole,antipyretic,injection,480 mg,takeda pharmaceutical company limited,fever,prescription,,2022-04-27,2023-12-19,480.0
dolophen,antiseptic,capsule,962 mg,astrazeneca plc,pain,prescription,,2024-03-25,2026-07-09,962.0
dolomycin,antidiabetic,cream,656 mg,bayer ag,pain,over-the-counter,,2020-11-01,2022-12-03,656.0
amoxiphen,antipyretic,ointment,309 mg,boehringer ingelheim gmbh,virus,prescription,,2025-02-11,2026-07-17,309.0
clarinazole,antidiabetic,tablet,500 mg,glaxosmithkline plc,infection,prescription,,2020-05-11,2022-03-04,500.0
clarimet,antifungal,injection,821 mg,novo nordisk a/s,virus,over-the-counter,,2022-09-26,2023-10-09,821.0
dextronazole,antibiotic,syrup,232 mg,"gilead sciences, inc.",fungus,prescription,,2021-12-17,2023-04-11,232.0
amoxiphen,antipyretic,capsule,158 mg,biogen inc.,virus,over-the-counter,,2021-01-19,2022-06-06,158.0
amoximycin,antiseptic,injection,449 mg,boehringer ingelheim gmbh,depression,over-the-counter,,2024-10-03,2025-12-16,449.0
acetonazole,antipyretic,ointment,309 mg,novartis ag,infection,prescription,,2024-03-09,2026-03-03,309.0
amoxinazole,analgesic,capsule,574 mg,abbvie inc.,wound,prescription,,2021-04-17,2022-05-10,574.0
dextrocillin,antipyretic,drops,624 mg,sanofi s.a.,depression,over-the-counter,,2023-04-23,2025-06-01,624.0
ibupromet,antidepressant,capsule,790 mg,roche holding ag,fungus,prescription,,2022-07-11,2025-05-29,790.0
acetovir,antidiabetic,drops,458 mg,novo nordisk a/s,virus,over-the-counter,,2022-10-14,2025-05-02,458.0
amoxicillin,antibiotic,tablet,526 mg,eli lilly and company,pain,prescription,,2020-05-27,2023-05-21,526.0
acetomet,antipyretic,drops,616 mg,teva pharmaceutical industries ltd.,fungus,prescription,,2024-05-31,2026-04-21,616.0
ibupromycin,antifungal,drops,576 mg,"gilead sciences, inc.",infection,over-the-counter,,2022-03-27,2024-02-23,576.0
clarivir,antiseptic,inhaler,871 mg,biogen inc.,pain,prescription,,2024-01-09,2025-12-02,871.0
dolocillin,antipyretic,capsule,896 mg,amgen inc.,fungus,over-the-counter,,2025-06-04,2028-04-08,896.0
dextrophen,antiseptic,tablet,66 mg,"gilead sciences, inc.",wound,over-the-counter,,2021-02-26,2022-12-22,66.0
dolomet,antidiabetic,capsule,99 mg,boehringer ingelheim gmbh,wound,over-the-counter,,2022-02-07,2024-12-13,99.0
metoprofen,antiseptic,inhaler,570 mg,boehringer ingelheim gmbh,infection,over-the-counter,,2022-02-13,2023-05-12,570.0
amoxivir,analgesic,syrup,837 mg,roche holding ag,fever,over-the-counter,,2022-06-26,2023-07-10,837.0
claristatin,antibiotic,ointment,471 mg,"gilead sciences, inc.",infection,prescription,,2023-12-20,2025-10-15,471.0
acetomycin,antibiotic,injection,320 mg,takeda pharmaceutical company limited,depression,over-the-counter,,2021-05-01,2024-01-24,320.0
ibuprophen,antiseptic,capsule,660 mg,bristol-myers squibb company,wound,over-the-counter,,2023-07-22,2025-06-03,660.0
doloprofen,antipyretic,tablet,723 mg,novartis ag,virus,over-the-counter,,2025-07-06,2026-12-30,723.0
cefphen,analgesic,ointment,563 mg,"merck & co., inc.",depression,prescription,,2021-09-30,2024-01-04,563.0
dextrostatin,antidepressant,injection,674 mg,novartis ag,fever,over-the-counter,,2021-05-16,2023-02-08,674.0
dextromycin,antiviral,inhaler,521 mg,abbvie inc.,diabetes,prescription,,2020-06-18,2021-09-30,521.0
ibuprovir,analgesic,syrup,153 mg,pfizer inc.,virus,prescription,,2025-04-04,2028-02-03,153.0
clarinazole,antibiotic,capsule,159 mg,teva pharmaceutical industries ltd.,pain,over-the-counter,,2022-07-07,2024-12-04,159.0
dextromet,antidepressant,syrup,756 mg,"gilead sciences, inc.",depression,prescription,,2020-08-07,2022-07-11,756.0
cefvir,antipyretic,injection,923 mg,biogen inc.,pain,prescription,,2022-09-05,2024-09-30,923.0
dextrophen,antidiabetic,syrup,949 mg,bayer ag,wound,over-the-counter,,2024-04-25,2025-09-12,949.0
cefcillin,antiseptic,cream,580 mg,johnson & johnson,fever,prescription,,2021-02-28,2022-08-15,580.0
amoximycin,antibiotic,inhaler,107 mg,glaxosmithkline plc,infection,over-the-counter,,2021-01-10,2022-01-26,107.0
dolocillin,antidepressant,ointment,849 mg,amgen inc.,pain,prescription,,2021-01-28,2023-07-25,849.0
acetomet,antibiotic,tablet,779 mg,csl limited,virus,over-the-counter,,2024-09-19,2025-09-23,779.0
metostatin,antifungal,ointment,305 mg,novo nordisk a/s,diabetes,over-the-counter,,2022-11-30,2024-04-14,305.0
amoximet,antidiabetic,inhaler,292 mg,glaxosmithkline plc,wound,over-the-counter,,2022-01-19,2024-09-28,292.0
cefmet,antidiabetic,cream,498 mg,glaxosmithkline plc,diabetes,over-the-counter,,2020-07-25,2022-01-02,498.0
ibuproprofen,antiviral,capsule,6 mg,novo nordisk a/s,pain,prescription,,2022-06-30,2025-05-09,6.0
metocillin,antiviral,cream,93 mg,glaxosmithkline plc,fever,over-the-counter,,2020-04-27,2022-08-02,93.0
acetomycin,antidiabetic,inhaler,135 mg,pfizer inc.,diabetes,over-the-counter,,2021-05-14,2023-07-25,135.0
metophen,antibiotic,syrup,444 mg,takeda pharmaceutical company limited,wound,over-the-counter,,2024-12-03,2026-12-19,444.0
ibuprophen,antiviral,tablet,932 mg,novo nordisk a/s,depression,over-the-counter,,2021-04-18,2023-05-04,932.0
cefcillin,antifungal,drops,12 mg,"gilead sciences, inc.",depression,prescription,,2021-07-31,2023-11-24,12.0
cefcillin,antidiabetic,drops,722 mg,bayer ag,infection,over-the-counter,,2022-01-14,2024-01-03,722.0
metomet,antiviral,tablet,689 mg,teva pharmaceutical industries ltd.,pain,over-the-counter,,2022-11-30,2024-07-31,689.0
clarinazole,antibiotic,injection,599 mg,teva pharmaceutical industries ltd.,diabetes,prescription,,2020-11-04,2023-07-21,599.0
dextrostatin,antipyretic,capsule,427 mg,eli lilly and company,pain,prescription,,2025-03-15,2028-02-02,427.0
dolocillin,antifungal,tablet,972 mg,astrazeneca plc,diabetes,over-the-counter,,2022-08-07,2024-11-24,972.0
acetovir,antibiotic,drops,676 mg,bayer ag,depression,over-the-counter,,2021-07-17,2023-10-24,676.0
metomet,antifungal,syrup,710 mg,teva pharmaceutical industries ltd.,pain,prescription,,2020-09-14,2022-03-22,710.0
dolocillin,antipyretic,syrup,674 mg,teva pharmaceutical industries ltd.,pain,prescription,,2020-03-16,2022-07-22,674.0
clarimet,antifungal,inhaler,516 mg,eli lilly and company,pain,over-the-counter,,2020-05-23,2022-10-27,516.0
acetostatin,antipyretic,inhaler,447 mg,biogen inc.,depression,prescription,,2020-12-02,2023-05-20,447.0
dextrocillin,antiviral,syrup,150 mg,johnson & johnson,depression,prescription,,2023-05-25,2026-02-13,150.0
clarimet,antipyretic,tablet,678 mg,johnson & johnson,fever,prescription,,2021-02-23,2022-12-01,678.0
acetomycin,antiseptic,injection,912 mg,"merck & co., inc.",fungus,prescription,,2021-12-20,2024-02-22,912.0
acetoprofen,antiseptic,syrup,922 mg,csl limited,infection,over-the-counter,,2022-12-18,2025-07-20,922.0
cefnazole,analgesic,drops,711 mg,teva pharmaceutical industries ltd.,fever,over-the-counter,,2022-01-15,2024-10-21,711.0
dolocillin,antidiabetic,injection,685 mg,"gilead sciences, inc.",virus,over-the-counter,,2021-07-31,2023-04-09,685.0
ibuprostatin,antiviral,inhaler,44 mg,teva pharmaceutical industries ltd.,diabetes,over-the-counter,,2023-06-21,2026-01-03,44.0
metoprofen,antifungal,ointment,858 mg,pfizer inc.,depression,over-the-counter,,2023-10-04,2024-11-14,858.0
amoxiprofen,analgesic,inhaler,509 mg,johnson & johnson,wound,prescription,,2020-01-29,2022-05-24,509.0
amoxivir,antiviral,syrup,492 mg,csl limited,virus,prescription,,2022-03-24,2023-08-11,492.0
ibuprophen,antifungal,inhaler,587 mg,johnson & johnson,fungus,over-the-counter,,2024-04-13,2026-09-05,587.0
ibupromet,antidiabetic,syrup,43 mg,abbvie inc.,pain,prescription,,2020-02-18,2022-08-07,43.0
metostatin,antiviral,tablet,33 mg,novo nordisk a/s,infection,prescription,,2022-02-23,2023-11-19,33.0
dolophen,antidepressant,ointment,332 mg,roche holding ag,fungus,prescription,,2024-11-21,2026-11-16,332.0
cefprofen,antipyretic,tablet,473 mg,"gilead sciences, inc.",infection,over-the-counter,,2022-02-17,2024-10-24,473.0
dolostatin,antiviral,injection,501 mg,boehringer ingelheim gmbh,fungus,prescription,,2023-10-28,2025-08-17,501.0
ibuprostatin,antiseptic,tablet,202 mg,bristol-myers squibb company,fever,prescription,,2024-02-02,2026-11-27,202.0
acetoprofen,antipyretic,injection,554 mg,takeda pharmaceutical company limited,fever,prescription,,2024-12-21,2027-04-09,554.0
ibuproprofen,antipyretic,syrup,575 mg,johnson & johnson,diabetes,prescription,,2023-08-07,2025-11-20,575.0
clariphen,analgesic,syrup,788 mg,novartis ag,wound,over-the-counter,,2023-11-09,2025-04-17,788.0
clarivir,antiseptic,inhaler,715 mg,astrazeneca plc,infection,over-the-counter,,2024-02-25,2025-04-09,715.0
dextrocillin,antidiabetic,ointment,282 mg,johnson & johnson,wound,over-the-counter,,2020-01-13,2022-11-20,282.0
amoxistatin,antiviral,capsule,949 mg,csl limited,virus,over-the-counter,,2025-01-30,2026-08-24,949.0
amoxiprofen,antibiotic,drops,755 mg,teva pharmaceutical industries ltd.,fever,prescription,,2025-04-14,2026-07-30,755.0
claristatin,antibiotic,tablet,657 mg,novo nordisk a/s,pain,prescription,,2021-05-17,2023-10-02,657.0
dextrophen,antidepressant,tablet,839 mg,johnson & johnson,pain,prescription,,2025-01-17,2027-04-03,839.0
amoximycin,antidepressant,syrup,929 mg,boehringer ingelheim gmbh,depression,prescription,,2020-04-12,2021-06-15,929.0
cefprofen,antidepressant,drops,842 mg,amgen inc.,pain,prescription,,2021-12-04,2023-08-27,842.0
ibuprocillin,antiviral,syrup,12 mg,"gilead sciences, inc.",virus,prescription,,2023-01-10,2025-02-11,12.0
dextromycin,antifungal,ointment,145 mg,glaxosmithkline plc,wound,over-the-counter,,2022-02-02,2024-12-29,145.0
ibupromycin,antidiabetic,drops,989 mg,novo nordisk a/s,fever,prescription,,2022-09-20,2024-04-30,989.0
acetophen,antifungal,capsule,487 mg,eli lilly and company,wound,prescription,,2022-12-06,2025-09-30,487.0
cefstatin,antibiotic,cream,857 mg,takeda pharmaceutical company limited,infection,prescription,,2023-11-08,2025-08-22,857.0
dextrostatin,analgesic,injection,48 mg,biogen inc.,pain,over-the-counter,,2023-10-11,2025-07-21,48.0
clarinazole,antidiabetic,syrup,799 mg,roche holding ag,virus,over-the-counter,,2022-09-09,2024-03-12,799.0
acetomycin,antibiotic,injection,735 mg,novo nordisk a/s,virus,over-the-counter,,2023-02-09,2024-09-21,735.0
acetoprofen,antidiabetic,syrup,870 mg,novo nordisk a/s,fever,prescription,,2024-01-07,2025-07-24,870.0
metomycin,antipyretic,syrup,197 mg,novo nordisk a/s,virus,over-the-counter,,2020-12-08,2023-04-25,197.0
clarivir,analgesic,syrup,670 mg,teva pharmaceutical industries ltd.,fungus,prescription,,2024-04-07,2025-04-17,670.0
metovir,antibiotic,inhaler,471 mg,amgen inc.,diabetes,over-the-counter,,2024-12-12,2027-04-23,471.0
ibuprophen,antifungal,cream,157 mg,roche holding ag,infection,over-the-counter,,2025-07-12,2027-04-14,157.0
doloprofen,antifungal,ointment,671 mg,biogen inc.,diabetes,over-the-counter,,2021-08-20,2022-08-22,671.0
claristatin,analgesic,capsule,815 mg,bristol-myers squibb company,depression,prescription,,2021-09-09,2024-04-04,815.0
clarinazole,antibiotic,drops,435 mg,amgen inc.,virus,over-the-counter,,2021-10-25,2022-10-29,435.0
acetophen,antiviral,injection,144 mg,csl limited,wound,prescription,,2025-04-02,2027-09-04,144.0
dolovir,antidiabetic,inhaler,466 mg,abbvie inc.,infection,over-the-counter,,2021-01-20,2023-08-12,466.0
amoxistatin,antifungal,inhaler,722 mg,astrazeneca plc,infection,prescription,,2025-03-21,2026-12-25,722.0
ibuprostatin,analgesic,syrup,370 mg,takeda pharmaceutical company limited,fever,over-the-counter,,2024-05-11,2026-07-07,370.0
acetocillin,analgesic,tablet,716 mg,novartis ag,fungus,prescription,,2022-03-21,2023-11-13,716.0
ibupromycin,antiviral,capsule,702 mg,abbvie inc.,depression,prescription,,2023-09-08,2025-07-20,702.0
cefmet,analgesic,inhaler,39 mg,takeda pharmaceutical company limited,fungus,prescription,,2021-06-03,2022-10-07,39.0
dextrostatin,antifungal,ointment,706 mg,bristol-myers squibb company,pain,prescription,,2023-03-30,2025-01-26,706.0
claricillin,antidiabetic,tablet,508 mg,amgen inc.,diabetes,over-the-counter,,2022-11-01,2024-04-26,508.0
metonazole,antidiabetic,capsule,279 mg,novartis ag,virus,prescription,,2020-03-14,2022-07-16,279.0
claricillin,antidepressant,capsule,286 mg,astrazeneca plc,fungus,over-the-counter,,2022-03-04,2024-05-13,286.0
amoxiphen,analgesic,capsule,180 mg,amgen inc.,fever,over-the-counter,,2020-02-12,2022-12-03,180.0
dolomycin,antidiabetic,drops,155 mg,boehringer ingelheim gmbh,diabetes,prescription,,2023-06-14,2024-07-20,155.0
cefmet,analgesic,inhaler,332 mg,roche holding ag,diabetes,prescription,,2023-06-04,2026-02-22,332.0
ibuproprofen,antibiotic,capsule,474 mg,pfizer inc.,virus,over-the-counter,,2022-07-02,2024-10-26,474.0
ibupronazole,antiseptic,cream,12 mg,bristol-myers squibb company,fungus,over-the-counter,,2023-03-13,2025-01-20,12.0
ibupromet,analgesic,ointment,771 mg,johnson & johnson,wound,over-the-counter,,2021-02-25,2023-06-23,771.0
cefphen,antidiabetic,injection,557 mg,amgen inc.,depression,prescription,,2020-02-19,2021-05-25,557.0
clariprofen,antifungal,drops,968 mg,eli lilly and company,virus,over-the-counter,,2024-08-14,2025-08-30,968.0
